,flow_rate,voltage,image_classification,ml_classification,nn_classification,generalist_ml_classification
419,18.0,6200.69,cone_jet (89%),undefined,intermitent,undefined
420,18.0,6400.4,cone_jet (58%),undefined,intermitent,undefined
421,18.0,6600.52,cone_jet (90%),undefined,intermitent,undefined
422,18.0,6800.37,cone_jet (67%),undefined,intermitent,undefined
423,18.0,7000.57,intermitent (97%),undefined,intermitent,undefined
424,18.0,7200.41,multi_jet (94%),undefined,intermitent,undefined
425,18.0,7400.59,multi_jet (97%),undefined,intermitent,undefined
426,18.0,7600.39,multi_jet (100%),undefined,intermitent,undefined
427,18.0,7800.55,multi_jet (100%),dripping,intermitent,dripping
428,18.0,8000.41,multi_jet (100%),intermitent,intermitent,corona
429,18.0,8200.62,multi_jet (100%),intermitent,intermitent,corona
430,18.0,8400.43,multi_jet (100%),intermitent,intermitent,corona
431,18.0,8600.58,multi_jet (100%),intermitent,intermitent,corona
432,18.0,8800.43,multi_jet (100%),intermitent,intermitent,corona
433,18.0,9000.26,multi_jet (100%),intermitent,intermitent,corona
434,19.0,3000.61,dripping (79%),undefined,intermitent,undefined
435,19.0,3200.38,dripping (95%),undefined,intermitent,undefined
436,19.0,3400.51,dripping (99%),undefined,intermitent,undefined
437,19.0,3600.48,dripping (95%),undefined,intermitent,undefined
438,19.0,3800.62,dripping (98%),cone_jet,intermitent,undefined
439,19.0,4000.47,dripping (95%),cone_jet,intermitent,undefined
440,19.0,4200.63,intermitent (51%),cone_jet,intermitent,undefined
441,19.0,4400.47,dripping (99%),cone_jet,intermitent,undefined
442,19.0,4600.67,intermitent (99%),undefined,intermitent,undefined
443,19.0,4800.56,dripping (69%),undefined,intermitent,undefined
444,19.0,5000.71,dripping (72%),undefined,intermitent,undefined
445,19.0,5200.49,intermitent (97%),undefined,intermitent,undefined
446,19.0,5400.65,intermitent (98%),undefined,intermitent,undefined
447,19.0,5600.48,intermitent (97%),undefined,intermitent,undefined
448,19.0,5800.69,cone_jet (89%),undefined,intermitent,undefined
449,19.0,6000.54,cone_jet (94%),undefined,intermitent,undefined
450,19.0,6200.69,cone_jet (99%),undefined,intermitent,undefined
451,19.0,6400.41,cone_jet (78%),undefined,intermitent,undefined
452,19.0,6600.53,cone_jet (93%),undefined,intermitent,undefined
453,19.0,6800.4,cone_jet (85%),undefined,intermitent,undefined
454,19.0,7000.6,multi_jet (99%),dripping,undefined,undefined
455,19.0,7200.44,multi_jet (79%),dripping,intermitent,undefined
456,19.0,7400.6,multi_jet (100%),dripping,intermitent,undefined
457,19.0,7600.4,multi_jet (100%),dripping,intermitent,undefined
458,19.0,7800.55,multi_jet (100%),intermitent,intermitent,intermitent
459,19.0,8000.4,multi_jet (100%),intermitent,intermitent,corona
460,19.0,8200.63,multi_jet (100%),intermitent,intermitent,intermitent
461,19.0,8400.44,multi_jet (98%),undefined,intermitent,undefined
462,19.0,8600.58,multi_jet (100%),multi_jet,undefined,multi_jet
463,19.0,8800.42,multi_jet (100%),intermitent,intermitent,corona
464,19.0,9000.26,multi_jet (100%),intermitent,intermitent,corona
465,20.0,3000.61,dripping (84%),cone_jet,intermitent,undefined
466,20.0,3200.41,dripping (95%),undefined,intermitent,undefined
467,20.0,3400.53,dripping (99%),cone_jet,intermitent,undefined
468,20.0,3600.47,dripping (62%),cone_jet,intermitent,undefined
469,20.0,3800.64,dripping (98%),cone_jet,intermitent,undefined
470,20.0,4000.47,dripping (99%),cone_jet,intermitent,undefined
471,20.0,4200.63,dripping (83%),cone_jet,intermitent,undefined
472,20.0,4400.46,dripping (99%),cone_jet,intermitent,undefined
473,20.0,4600.67,dripping (94%),undefined,intermitent,undefined
474,20.0,4800.53,intermitent (94%),undefined,intermitent,undefined
475,20.0,5000.71,intermitent (64%),undefined,intermitent,undefined
476,20.0,5200.49,intermitent (63%),undefined,intermitent,undefined
477,20.0,5400.64,cone_jet (62%),undefined,intermitent,undefined
478,20.0,5600.47,cone_jet (64%),undefined,intermitent,undefined
479,20.0,5800.67,cone_jet (90%),undefined,intermitent,undefined
480,20.0,6000.53,cone_jet (98%),undefined,intermitent,undefined
481,20.0,6200.68,cone_jet (97%),undefined,intermitent,undefined
482,20.0,6400.39,cone_jet (98%),undefined,intermitent,undefined
483,20.0,6600.51,cone_jet (100%),undefined,intermitent,undefined
484,20.0,6800.38,cone_jet (70%),undefined,intermitent,undefined
485,20.0,7000.58,cone_jet (90%),undefined,intermitent,undefined
486,20.0,7200.42,cone_jet (98%),undefined,intermitent,undefined
487,20.0,7400.62,intermitent (100%),undefined,intermitent,undefined
488,20.0,7600.4,multi_jet (100%),undefined,intermitent,undefined
489,20.0,7800.55,multi_jet (100%),undefined,intermitent,undefined
490,20.0,8000.42,multi_jet (100%),dripping,intermitent,undefined
491,20.0,8200.64,multi_jet (100%),dripping,intermitent,undefined
492,20.0,8400.46,multi_jet (100%),undefined,none,corona
493,20.0,8600.59,multi_jet (100%),intermitent,intermitent,corona
494,20.0,8800.43,multi_jet (100%),intermitent,intermitent,corona
495,20.0,9000.3,multi_jet (100%),intermitent,intermitent,corona
496,21.0,3000.61,dripping (90%),cone_jet,intermitent,undefined
497,21.0,3200.38,dripping (100%),cone_jet,intermitent,undefined
498,21.0,3400.5,dripping (100%),cone_jet,intermitent,undefined
499,21.0,3600.36,dripping (99%),cone_jet,intermitent,undefined
500,21.0,3800.65,dripping (100%),cone_jet,intermitent,undefined
501,21.0,4000.46,dripping (98%),cone_jet,intermitent,undefined
502,21.0,4200.61,dripping (100%),cone_jet,intermitent,undefined
503,21.0,4400.47,dripping (95%),cone_jet,intermitent,undefined
504,21.0,4600.66,intermitent (94%),undefined,intermitent,undefined
505,21.0,4800.55,dripping (95%),undefined,intermitent,undefined
506,21.0,5000.72,dripping (78%),undefined,intermitent,undefined
507,21.0,5200.49,intermitent (100%),undefined,intermitent,undefined
508,21.0,5400.66,intermitent (96%),undefined,intermitent,undefined
509,21.0,5600.47,multi_jet (59%),undefined,intermitent,undefined
510,21.0,5800.7,intermitent (95%),dripping,intermitent,undefined
511,21.0,6000.51,cone_jet (92%),undefined,intermitent,undefined
512,21.0,6200.68,multi_jet (69%),undefined,intermitent,undefined
513,21.0,6400.37,cone_jet (98%),undefined,intermitent,undefined
514,21.0,6600.54,cone_jet (61%),undefined,intermitent,undefined
515,21.0,6800.43,cone_jet (100%),undefined,intermitent,undefined
516,21.0,7000.61,cone_jet (99%),undefined,intermitent,undefined
517,21.0,7200.42,dripping (45%),undefined,intermitent,undefined
518,21.0,7400.61,multi_jet (98%),undefined,intermitent,undefined
519,21.0,7600.4,multi_jet (100%),dripping,intermitent,undefined
520,21.0,7800.58,multi_jet (100%),dripping,undefined,undefined
521,21.0,8000.4,multi_jet (100%),dripping,intermitent,undefined
522,21.0,8200.64,multi_jet (100%),dripping,intermitent,undefined
523,21.0,8400.45,multi_jet (100%),dripping,intermitent,undefined
524,21.0,8600.63,multi_jet (100%),intermitent,intermitent,corona
525,21.0,8800.43,multi_jet (100%),undefined,none,corona
526,21.0,9000.31,multi_jet (100%),intermitent,intermitent,corona
527,1.0,3000.4,dripping (98%),dripping,none,dripping
528,1.0,3200.32,cone_jet (62%),cone_jet,intermitent,undefined
529,1.0,3400.59,cone_jet (86%),cone_jet,intermitent,undefined
530,1.0,3600.44,cone_jet (89%),dripping,none,dripping
531,1.0,3800.62,cone_jet (79%),dripping,none,dripping
532,1.0,4000.45,cone_jet (99%),cone_jet,intermitent,undefined
533,1.0,4200.59,cone_jet (80%),cone_jet,intermitent,undefined
534,1.0,4400.44,cone_jet (69%),cone_jet,intermitent,undefined
535,1.0,4600.64,cone_jet (99%),cone_jet,intermitent,undefined
536,1.0,4800.48,cone_jet (89%),cone_jet,intermitent,undefined
537,1.0,5000.64,cone_jet (61%),cone_jet,intermitent,undefined
538,1.0,5200.42,intermitent (97%),cone_jet,intermitent,undefined
539,1.0,5400.59,cone_jet (72%),cone_jet,intermitent,undefined
540,1.0,5600.42,cone_jet (96%),undefined,intermitent,undefined
541,1.0,5800.62,multi_jet (73%),undefined,intermitent,undefined
542,1.0,6000.47,cone_jet (76%),undefined,intermitent,undefined
543,1.0,6200.61,cone_jet (99%),undefined,intermitent,undefined
544,1.0,6400.34,cone_jet (74%),undefined,intermitent,undefined
545,1.0,6600.49,multi_jet (90%),undefined,intermitent,undefined
546,1.0,6800.33,multi_jet (98%),undefined,intermitent,undefined
547,1.0,7000.52,multi_jet (100%),dripping,intermitent,undefined
548,1.0,7200.32,multi_jet (100%),dripping,intermitent,undefined
549,1.0,7400.5,multi_jet (100%),dripping,intermitent,undefined
550,1.0,7600.3,multi_jet (100%),dripping,intermitent,undefined
551,1.0,7800.45,multi_jet (100%),dripping,intermitent,undefined
552,1.0,8000.3,multi_jet (100%),dripping,intermitent,undefined
553,1.0,8200.51,multi_jet (100%),dripping,intermitent,undefined
554,1.0,8400.35,multi_jet (100%),dripping,intermitent,undefined
555,1.0,8600.52,multi_jet (100%),dripping,intermitent,undefined
556,1.0,8800.32,multi_jet (92%),dripping,intermitent,undefined
557,1.0,9000.18,multi_jet (100%),dripping,intermitent,undefined
558,2.0,3000.54,multi_jet (100%),cone_jet,intermitent,undefined
559,2.0,3200.33,multi_jet (100%),cone_jet,intermitent,undefined
560,2.0,3400.59,cone_jet (69%),cone_jet,intermitent,undefined
561,2.0,3600.43,cone_jet (55%),cone_jet,intermitent,undefined
562,2.0,3800.6,dripping (59%),cone_jet,intermitent,undefined
563,2.0,4000.44,dripping (75%),cone_jet,intermitent,undefined
564,2.0,4200.59,cone_jet (66%),cone_jet,intermitent,undefined
565,2.0,4400.42,dripping (84%),cone_jet,intermitent,undefined
566,2.0,4600.63,dripping (51%),cone_jet,intermitent,undefined
567,2.0,4800.47,cone_jet (65%),cone_jet,intermitent,undefined
568,2.0,5000.64,cone_jet (51%),cone_jet,intermitent,undefined
569,2.0,5200.41,cone_jet (94%),cone_jet,intermitent,undefined
570,2.0,5400.56,dripping (87%),cone_jet,intermitent,undefined
571,2.0,5600.44,dripping (52%),undefined,intermitent,undefined
572,2.0,5800.62,cone_jet (75%),undefined,intermitent,undefined
573,2.0,6000.46,cone_jet (94%),undefined,intermitent,undefined
574,2.0,6200.58,cone_jet (51%),undefined,intermitent,undefined
575,2.0,6400.36,cone_jet (97%),undefined,intermitent,undefined
576,2.0,6600.5,multi_jet (99%),undefined,intermitent,undefined
577,2.0,6800.33,multi_jet (100%),undefined,intermitent,undefined
578,2.0,7000.51,multi_jet (100%),dripping,intermitent,undefined
579,2.0,7200.31,multi_jet (100%),dripping,intermitent,undefined
580,2.0,7400.49,multi_jet (100%),dripping,intermitent,undefined
581,2.0,7600.3,multi_jet (100%),dripping,intermitent,undefined
582,2.0,7800.43,multi_jet (100%),dripping,intermitent,undefined
583,2.0,8000.37,multi_jet (100%),dripping,intermitent,undefined
584,2.0,8200.54,multi_jet (100%),undefined,intermitent,undefined
585,2.0,8400.36,multi_jet (97%),dripping,intermitent,undefined
586,2.0,8600.49,multi_jet (100%),dripping,intermitent,undefined
587,2.0,8800.34,multi_jet (100%),dripping,intermitent,undefined
588,2.0,9000.19,multi_jet (100%),dripping,intermitent,undefined
589,3.0,3000.55,multi_jet (98%),cone_jet,intermitent,undefined
590,3.0,3200.46,cone_jet (98%),cone_jet,intermitent,undefined
591,3.0,3400.6,cone_jet (74%),cone_jet,intermitent,undefined
592,3.0,3600.44,cone_jet (66%),cone_jet,intermitent,undefined
593,3.0,3800.59,dripping (64%),cone_jet,intermitent,undefined
594,3.0,4000.43,cone_jet (56%),cone_jet,intermitent,undefined
595,3.0,4200.56,dripping (93%),cone_jet,intermitent,undefined
596,3.0,4400.41,intermitent (85%),cone_jet,intermitent,undefined
597,3.0,4600.63,dripping (65%),cone_jet,intermitent,undefined
598,3.0,4800.49,dripping (70%),cone_jet,intermitent,undefined
599,3.0,5000.63,dripping (84%),cone_jet,intermitent,undefined
600,3.0,5200.43,intermitent (99%),cone_jet,intermitent,undefined
601,3.0,5400.59,intermitent (99%),cone_jet,intermitent,undefined
602,3.0,5600.43,cone_jet (97%),undefined,intermitent,undefined
603,3.0,5800.65,cone_jet (90%),undefined,intermitent,undefined
604,3.0,6000.47,cone_jet (96%),undefined,intermitent,undefined
605,3.0,6200.62,cone_jet (99%),undefined,intermitent,undefined
606,3.0,6400.37,cone_jet (99%),undefined,intermitent,undefined
607,3.0,6600.49,multi_jet (100%),undefined,intermitent,undefined
608,3.0,6800.32,multi_jet (96%),undefined,intermitent,undefined
609,3.0,7000.51,multi_jet (100%),dripping,intermitent,undefined
610,3.0,7200.34,multi_jet (100%),dripping,intermitent,undefined
611,3.0,7400.49,multi_jet (65%),dripping,intermitent,undefined
612,3.0,7600.3,multi_jet (100%),dripping,intermitent,undefined
613,3.0,7800.49,multi_jet (98%),dripping,intermitent,undefined
614,3.0,8000.35,multi_jet (100%),dripping,intermitent,undefined
615,3.0,8200.56,multi_jet (100%),dripping,intermitent,undefined
616,3.0,8400.36,multi_jet (99%),dripping,intermitent,undefined
617,3.0,8600.53,multi_jet (100%),dripping,intermitent,undefined
618,3.0,8800.34,multi_jet (100%),dripping,intermitent,undefined
619,3.0,9000.2,multi_jet (100%),dripping,intermitent,undefined
620,4.0,3000.54,multi_jet (87%),cone_jet,intermitent,undefined
621,4.0,3200.35,dripping (70%),cone_jet,intermitent,undefined
622,4.0,3400.59,cone_jet (73%),cone_jet,intermitent,undefined
623,4.0,3600.31,dripping (65%),cone_jet,intermitent,undefined
624,4.0,3800.58,dripping (59%),cone_jet,intermitent,undefined
625,4.0,4000.46,dripping (50%),cone_jet,intermitent,undefined
626,4.0,4200.57,dripping (48%),cone_jet,intermitent,undefined
627,4.0,4400.41,dripping (67%),cone_jet,intermitent,undefined
628,4.0,4600.62,dripping (67%),cone_jet,intermitent,undefined
629,4.0,4800.49,intermitent (47%),cone_jet,intermitent,undefined
630,4.0,5000.65,intermitent (100%),cone_jet,intermitent,undefined
631,4.0,5200.43,intermitent (99%),cone_jet,intermitent,undefined
632,4.0,5400.6,intermitent (98%),cone_jet,intermitent,undefined
633,4.0,5600.43,cone_jet (100%),undefined,intermitent,undefined
634,4.0,5800.64,cone_jet (99%),undefined,intermitent,undefined
635,4.0,6000.46,cone_jet (99%),undefined,intermitent,undefined
636,4.0,6200.61,cone_jet (98%),undefined,intermitent,undefined
637,4.0,6400.37,cone_jet (96%),undefined,intermitent,undefined
638,4.0,6600.52,multi_jet (100%),undefined,intermitent,undefined
639,4.0,6800.3,multi_jet (100%),undefined,intermitent,undefined
640,4.0,7000.5,multi_jet (94%),dripping,intermitent,undefined
641,4.0,7200.34,multi_jet (100%),dripping,intermitent,undefined
642,4.0,7400.51,multi_jet (98%),dripping,intermitent,undefined
643,4.0,7600.33,multi_jet (99%),dripping,intermitent,undefined
644,4.0,7800.48,multi_jet (100%),dripping,intermitent,undefined
645,4.0,8000.4,multi_jet (100%),dripping,intermitent,undefined
646,4.0,8200.56,multi_jet (100%),dripping,intermitent,undefined
647,4.0,8400.36,multi_jet (94%),dripping,intermitent,undefined
648,4.0,8600.51,multi_jet (100%),dripping,intermitent,undefined
649,4.0,8800.32,multi_jet (100%),dripping,intermitent,undefined
650,4.0,9000.21,multi_jet (100%),dripping,intermitent,undefined
651,22.0,3000.41,dripping (100%),cone_jet,intermitent,undefined
652,22.0,3200.32,dripping (98%),dripping,intermitent,undefined
653,22.0,3400.6,dripping (100%),cone_jet,intermitent,undefined
654,22.0,3600.47,dripping (100%),dripping,none,undefined
655,22.0,3800.61,dripping (66%),cone_jet,intermitent,undefined
656,22.0,4000.48,dripping (70%),cone_jet,intermitent,undefined
657,22.0,4200.59,intermitent (76%),cone_jet,intermitent,undefined
658,22.0,4400.44,intermitent (100%),cone_jet,intermitent,undefined
659,22.0,4600.66,intermitent (99%),dripping,none,undefined
660,22.0,4800.5,intermitent (98%),dripping,none,undefined
661,22.0,5000.69,intermitent (83%),dripping,none,undefined
662,22.0,5200.46,intermitent (96%),dripping,intermitent,undefined
663,22.0,5400.62,cone_jet (100%),undefined,intermitent,undefined
664,22.0,5600.45,cone_jet (99%),undefined,intermitent,undefined
665,22.0,5800.67,cone_jet (99%),cone_jet,intermitent,cone_jet
666,22.0,6000.48,cone_jet (97%),undefined,intermitent,undefined
667,22.0,6200.62,cone_jet (99%),dripping,none,undefined
668,22.0,6400.37,intermitent (87%),undefined,intermitent,undefined
669,22.0,6600.5,multi_jet (100%),undefined,intermitent,undefined
670,22.0,6800.32,multi_jet (100%),undefined,intermitent,undefined
671,22.0,7000.53,multi_jet (88%),multi_jet,multi_jet,multi_jet
672,22.0,7200.34,multi_jet (100%),dripping,intermitent,undefined
673,22.0,7400.49,multi_jet (67%),dripping,intermitent,undefined
674,22.0,7600.35,multi_jet (98%),intermitent,intermitent,corona
675,22.0,7800.5,multi_jet (97%),intermitent,intermitent,corona
676,22.0,8000.4,multi_jet (87%),intermitent,intermitent,corona
677,22.0,8200.55,multi_jet (99%),multi_jet,multi_jet,multi_jet
678,22.0,8400.38,multi_jet (100%),multi_jet,multi_jet,multi_jet
679,22.0,8600.53,multi_jet (100%),dripping,none,undefined
680,22.0,8800.34,multi_jet (100%),undefined,intermitent,undefined
681,22.0,9000.22,multi_jet (100%),dripping,intermitent,undefined
682,23.0,3000.57,dripping (81%),cone_jet,intermitent,undefined
683,23.0,3200.51,dripping (99%),cone_jet,intermitent,undefined
684,23.0,3400.52,dripping (100%),cone_jet,intermitent,undefined
685,23.0,3600.46,dripping (100%),cone_jet,intermitent,undefined
686,23.0,3800.65,dripping (97%),cone_jet,intermitent,undefined
687,23.0,4000.37,intermitent (99%),cone_jet,intermitent,undefined
688,23.0,4200.63,dripping (98%),cone_jet,intermitent,undefined
689,23.0,4400.44,dripping (80%),cone_jet,intermitent,undefined
690,23.0,4600.65,dripping (58%),dripping,none,undefined
691,23.0,4800.51,intermitent (95%),undefined,intermitent,undefined
692,23.0,5000.7,intermitent (100%),cone_jet,intermitent,undefined
693,23.0,5200.48,intermitent (97%),undefined,intermitent,undefined
694,23.0,5400.63,cone_jet (99%),undefined,intermitent,cone_jet
695,23.0,5600.46,cone_jet (94%),undefined,intermitent,undefined
696,23.0,5800.68,cone_jet (61%),undefined,intermitent,undefined
697,23.0,6000.51,cone_jet (99%),undefined,intermitent,undefined
698,23.0,6200.65,cone_jet (96%),undefined,intermitent,undefined
699,23.0,6400.4,cone_jet (58%),undefined,intermitent,undefined
700,23.0,6600.51,cone_jet (47%),undefined,intermitent,undefined
701,23.0,6800.32,multi_jet (100%),dripping,intermitent,undefined
702,23.0,7000.54,multi_jet (97%),dripping,intermitent,corona
703,23.0,7200.36,multi_jet (97%),dripping,intermitent,corona
704,23.0,7400.57,cone_jet (73%),intermitent,intermitent,corona
705,23.0,7600.35,multi_jet (100%),intermitent,intermitent,corona
706,23.0,7800.49,multi_jet (100%),intermitent,intermitent,corona
707,23.0,8000.42,multi_jet (100%),intermitent,intermitent,corona
708,23.0,8200.59,cone_jet (59%),intermitent,intermitent,corona
709,23.0,8400.41,multi_jet (95%),dripping,intermitent,corona
710,23.0,8600.55,multi_jet (100%),dripping,intermitent,undefined
711,23.0,8800.38,multi_jet (100%),dripping,intermitent,corona
712,23.0,9000.24,multi_jet (100%),dripping,intermitent,undefined
713,24.0,3000.58,dripping (90%),undefined,intermitent,undefined
714,24.0,3200.37,dripping (92%),cone_jet,intermitent,undefined
715,24.0,3400.49,dripping (100%),cone_jet,intermitent,undefined
716,24.0,3600.46,dripping (100%),cone_jet,intermitent,undefined
717,24.0,3800.62,dripping (96%),cone_jet,intermitent,undefined
718,24.0,4000.45,intermitent (100%),undefined,intermitent,undefined
719,24.0,4200.6,dripping (76%),cone_jet,intermitent,undefined
720,24.0,4400.45,intermitent (100%),cone_jet,intermitent,undefined
721,24.0,4600.67,intermitent (100%),dripping,intermitent,undefined
722,24.0,4800.52,intermitent (92%),undefined,intermitent,undefined
723,24.0,5000.68,intermitent (100%),undefined,intermitent,undefined
724,24.0,5200.47,intermitent (100%),dripping,intermitent,undefined
725,24.0,5400.65,cone_jet (100%),undefined,intermitent,undefined
726,24.0,5600.47,cone_jet (100%),undefined,intermitent,undefined
727,24.0,5800.66,cone_jet (100%),undefined,intermitent,undefined
728,24.0,6000.49,cone_jet (98%),undefined,intermitent,undefined
729,24.0,6200.66,cone_jet (97%),undefined,intermitent,undefined
730,24.0,6400.4,intermitent (77%),undefined,intermitent,undefined
731,24.0,6600.52,multi_jet (94%),undefined,intermitent,undefined
732,24.0,6800.33,multi_jet (100%),undefined,intermitent,undefined
733,24.0,7000.53,multi_jet (100%),dripping,undefined,undefined
734,24.0,7200.35,multi_jet (100%),dripping,intermitent,corona
735,24.0,7400.57,multi_jet (100%),intermitent,intermitent,corona
736,24.0,7600.34,multi_jet (99%),intermitent,intermitent,corona
737,24.0,7800.51,multi_jet (100%),intermitent,intermitent,corona
738,24.0,8000.37,multi_jet (100%),intermitent,intermitent,corona
739,24.0,8200.59,multi_jet (100%),intermitent,intermitent,corona
740,24.0,8400.4,multi_jet (100%),intermitent,intermitent,corona
741,24.0,8600.53,multi_jet (100%),dripping,intermitent,undefined
742,24.0,8800.36,multi_jet (100%),dripping,intermitent,undefined
743,24.0,9000.24,multi_jet (100%),dripping,intermitent,undefined
744,25.0,3000.44,dripping (100%),cone_jet,intermitent,undefined
745,25.0,3200.34,dripping (100%),cone_jet,intermitent,undefined
746,25.0,3400.5,dripping (100%),cone_jet,intermitent,undefined
747,25.0,3600.47,dripping (99%),cone_jet,intermitent,undefined
748,25.0,3800.62,dripping (86%),cone_jet,intermitent,undefined
749,25.0,4000.46,dripping (75%),cone_jet,intermitent,undefined
750,25.0,4200.61,intermitent (61%),cone_jet,intermitent,undefined
751,25.0,4400.44,dripping (87%),cone_jet,intermitent,undefined
752,25.0,4600.65,intermitent (99%),undefined,intermitent,undefined
753,25.0,4800.52,intermitent (100%),undefined,intermitent,undefined
754,25.0,5000.68,intermitent (73%),undefined,intermitent,undefined
755,25.0,5200.48,intermitent (100%),undefined,intermitent,undefined
756,25.0,5400.63,intermitent (93%),dripping,intermitent,undefined
757,25.0,5600.46,cone_jet (100%),undefined,intermitent,undefined
758,25.0,5800.66,cone_jet (100%),undefined,intermitent,undefined
759,25.0,6000.5,cone_jet (100%),undefined,intermitent,undefined
760,25.0,6200.64,cone_jet (98%),undefined,intermitent,undefined
761,25.0,6400.39,cone_jet (95%),dripping,none,undefined
762,25.0,6600.51,multi_jet (86%),undefined,intermitent,undefined
763,25.0,6800.34,multi_jet (97%),undefined,intermitent,undefined
764,25.0,7000.54,multi_jet (100%),intermitent,intermitent,corona
765,25.0,7200.38,multi_jet (100%),intermitent,intermitent,corona
766,25.0,7400.57,multi_jet (100%),intermitent,intermitent,corona
767,25.0,7600.38,multi_jet (100%),dripping,intermitent,undefined
768,25.0,7800.5,multi_jet (100%),intermitent,intermitent,corona
769,25.0,8000.43,multi_jet (100%),dripping,intermitent,corona
770,25.0,8200.59,multi_jet (100%),intermitent,intermitent,corona
771,25.0,8400.4,multi_jet (100%),intermitent,intermitent,corona
772,25.0,8600.54,multi_jet (100%),dripping,intermitent,undefined
773,25.0,8800.4,multi_jet (100%),dripping,intermitent,corona
774,25.0,9000.23,multi_jet (100%),intermitent,intermitent,corona
775,30.0,3000.43,dripping (100%),cone_jet,intermitent,undefined
776,30.0,3200.35,dripping (100%),cone_jet,intermitent,undefined
777,30.0,3400.46,dripping (100%),cone_jet,intermitent,undefined
778,30.0,3600.45,dripping (52%),cone_jet,intermitent,undefined
779,30.0,3800.61,cone_jet (49%),cone_jet,intermitent,undefined
780,30.0,4000.46,dripping (81%),cone_jet,intermitent,undefined
781,30.0,4200.61,dripping (97%),cone_jet,intermitent,undefined
782,30.0,4400.45,intermitent (99%),cone_jet,intermitent,undefined
783,30.0,4600.66,dripping (95%),cone_jet,intermitent,undefined
784,30.0,4800.53,intermitent (100%),cone_jet,intermitent,undefined
785,30.0,5000.7,intermitent (98%),cone_jet,intermitent,undefined
786,30.0,5200.46,intermitent (67%),cone_jet,intermitent,undefined
787,30.0,5400.63,intermitent (49%),undefined,intermitent,undefined
788,30.0,5600.47,intermitent (81%),undefined,intermitent,undefined
789,30.0,5800.67,cone_jet (100%),undefined,intermitent,undefined
790,30.0,6000.5,cone_jet (92%),undefined,intermitent,undefined
791,30.0,6200.67,cone_jet (100%),undefined,intermitent,undefined
792,30.0,6400.4,cone_jet (93%),undefined,intermitent,undefined
793,30.0,6600.53,multi_jet (66%),dripping,intermitent,undefined
794,30.0,6800.33,multi_jet (100%),undefined,intermitent,undefined
795,30.0,7000.55,multi_jet (100%),undefined,intermitent,undefined
796,30.0,7200.41,multi_jet (100%),dripping,intermitent,undefined
797,30.0,7400.58,multi_jet (100%),intermitent,intermitent,corona
798,30.0,7600.38,multi_jet (100%),intermitent,intermitent,corona
799,30.0,7800.52,multi_jet (100%),intermitent,intermitent,corona
800,30.0,8000.39,multi_jet (100%),intermitent,intermitent,corona
801,30.0,8200.6,multi_jet (100%),intermitent,intermitent,corona
802,30.0,8400.44,multi_jet (100%),intermitent,intermitent,corona
803,30.0,8600.56,multi_jet (100%),intermitent,intermitent,corona
804,30.0,8800.39,multi_jet (100%),intermitent,intermitent,corona
805,30.0,9000.24,multi_jet (100%),dripping,intermitent,undefined
806,35.0,3000.6,dripping (99%),cone_jet,intermitent,undefined
807,35.0,3200.4,dripping (100%),cone_jet,intermitent,undefined
808,35.0,3400.52,dripping (100%),cone_jet,intermitent,undefined
809,35.0,3600.38,dripping (93%),cone_jet,intermitent,undefined
810,35.0,3800.62,dripping (96%),cone_jet,intermitent,undefined
811,35.0,4000.48,dripping (79%),cone_jet,intermitent,undefined
812,35.0,4200.54,intermitent (100%),cone_jet,intermitent,undefined
813,35.0,4400.46,intermitent (100%),cone_jet,intermitent,undefined
814,35.0,4600.66,intermitent (100%),dripping,intermitent,undefined
815,35.0,4800.53,intermitent (100%),cone_jet,intermitent,undefined
816,35.0,5000.7,intermitent (100%),cone_jet,intermitent,undefined
817,35.0,5200.48,intermitent (100%),cone_jet,intermitent,undefined
818,35.0,5400.62,intermitent (100%),undefined,intermitent,undefined
819,35.0,5600.47,cone_jet (89%),undefined,intermitent,undefined
820,35.0,5800.68,cone_jet (60%),undefined,intermitent,undefined
821,35.0,6000.52,cone_jet (100%),undefined,intermitent,undefined
822,35.0,6200.68,cone_jet (100%),undefined,intermitent,undefined
823,35.0,6400.4,cone_jet (100%),undefined,intermitent,undefined
824,35.0,6600.51,cone_jet (100%),undefined,intermitent,undefined
825,35.0,6800.35,multi_jet (100%),undefined,intermitent,undefined
826,35.0,7000.63,multi_jet (100%),dripping,intermitent,undefined
827,35.0,7200.42,multi_jet (100%),dripping,intermitent,undefined
828,35.0,7400.59,multi_jet (100%),dripping,intermitent,undefined
829,35.0,7600.39,multi_jet (100%),dripping,intermitent,undefined
830,35.0,7800.51,multi_jet (100%),intermitent,intermitent,corona
831,35.0,8000.41,multi_jet (100%),intermitent,intermitent,corona
832,35.0,8200.61,multi_jet (100%),intermitent,intermitent,corona
833,35.0,8400.43,multi_jet (100%),intermitent,intermitent,corona
834,35.0,8600.58,multi_jet (100%),intermitent,intermitent,corona
835,35.0,8800.4,multi_jet (100%),dripping,intermitent,undefined
836,35.0,9000.27,multi_jet (100%),dripping,intermitent,undefined
837,40.0,3000.43,dripping (100%),cone_jet,intermitent,undefined
838,40.0,3200.33,dripping (100%),cone_jet,intermitent,undefined
839,40.0,3400.61,dripping (100%),cone_jet,intermitent,undefined
840,40.0,3600.33,dripping (100%),cone_jet,intermitent,undefined
841,40.0,3800.63,intermitent (99%),cone_jet,intermitent,undefined
