id,timestamp,solution_name,hv_position,target_voltage,actual_voltage,actual_current_ps,flow_rate,mean_na,deviation_na,median_na,rms_na,variance_na,qty_max,pct_max,band_power_v_low,band_power_low,band_power_mid,band_power_high,band_power_v_high,rf_spray_mode,xgb_spray_mode,image_classification,manual_classification,video_file,raw_data_file
1,"2026-04-14T11:32:28,236",experiment,0,3000,3001.15,-6.21336e-08,1,-12.7910747528076,16.1389408111572,-14.8735733032227,20.5931301116943,260.465393066406,0,0,0.586876946194973,13.4739424332598,17.4888413084828,73.1132176312131,36.0723597522761,dripping (83%),dripping (100%),dripping,,,experiment_0_sample_0.npy
2,"2026-04-14T11:32:33,560",experiment,0,3200,3201.18,-6.44898e-08,1,8.20852756500244,16.3177642822266,9.91571617126465,18.2660694122314,266.269409179688,0,0,0.670132530362363,17.1197603066425,18.6610856841818,71.3638410459507,37.385218930395,dripping (86%),dripping (100%),dripping,,,experiment_0_sample_1.npy
3,"2026-04-14T11:32:38,618",experiment,0,3400,3401.06,-6.34426e-08,1,11.6947937011719,16.4889698028564,9.91571617126465,20.2152004241943,271.886108398438,0,0,0.446899775921152,25.2149622320399,20.4691540354116,73.1522884026027,35.64631794755,dripping (90%),dripping (100%),intermitent,,,experiment_0_sample_2.npy
4,"2026-04-14T11:32:43,687",experiment,0,3600,3600.97,-5.40178e-08,1,-25.6809101104736,16.2899990081787,-24.7892913818359,30.4117298126221,265.364074707031,0,0,0.510216501247616,22.2484069108671,16.3296278619029,72.1349393525566,36.0718109269129,intermitent (49%),dripping (77%),intermitent,,,experiment_0_sample_3.npy
5,"2026-04-14T11:32:48,727",experiment,0,3800,3800.97,-5.33197e-08,1,-20.5102634429932,16.1718711853027,-19.8314323425293,26.1189632415771,261.529388427734,0,0,0.756218332097738,18.7332563233259,17.3399168247162,72.5295496180078,35.3123754086347,intermitent (53%),dripping (72%),intermitent,,,experiment_0_sample_4.npy
6,"2026-04-14T11:32:53,788",experiment,0,4000,4001.17,-5.49778e-08,1,44.5769958496094,18.1473197937012,44.6207237243652,48.1293411254883,329.325225830078,0,0,0.697605922768297,15.1375700971242,16.4096295295532,71.6672424773646,36.328421668011,intermitent (71%),intermitent (98%),intermitent,,,experiment_0_sample_5.npy
7,"2026-04-14T11:32:58,850",experiment,0,4200,4201.06,-5.58504e-08,1,52.8546295166016,18.9222087860107,54.5364379882813,56.1396675109863,358.049987792969,0,0,0.827100664905951,23.424569322011,16.1676960610098,74.906157249261,35.5428447542958,intermitent (77%),intermitent (100%),intermitent,,,experiment_0_sample_6.npy
8,"2026-04-14T11:33:03,898",experiment,0,4400,4401.12,-5.6374e-08,1,-22.0382747650146,16.0021572113037,-19.8314323425293,27.2351722717285,256.069030761719,0,0,0.562292535964793,14.8144645167219,17.3276022648844,70.4144928452932,36.9524114178086,intermitent (43%),cone_jet (77%),intermitent,,,experiment_0_sample_7.npy
9,"2026-04-14T11:33:08,929",experiment,0,4600,4601.01,-5.00909e-08,1,47.1390151977539,16.1211795806885,49.5785827636719,49.819465637207,259.892456054688,0,0,0.731676711526249,14.362286213882,17.486890325881,73.7010162622976,36.3825775604307,cone_jet (47%),intermitent (68%),cone_jet,,,experiment_0_sample_8.npy
10,"2026-04-14T11:33:13,990",experiment,0,4800,4800.9,-4.76474e-08,1,32.5095672607422,16.2323112487793,34.705005645752,36.3367576599121,263.487915039063,0,0,0.708657202900456,18.9307086105788,13.962088065423,71.2445202335938,34.8079891236632,cone_jet (55%),cone_jet (70%),undefined,,,experiment_0_sample_9.npy
11,"2026-04-14T11:33:19,087",experiment,0,5000,5001.13,-4.88691e-08,1,-2.61745166778564,16.0183925628662,0,16.2308330535889,256.588928222656,0,0,0.706911579069674,14.4729978947652,14.5132175028855,70.7202162114188,36.4873053448603,cone_jet (31%),multi_jet (81%),undefined,,,experiment_0_sample_10.npy
12,"2026-04-14T11:33:24,146",experiment,0,5200,5201.11,-4.44185e-08,1,48.3626136779785,15.7319850921631,49.5785827636719,50.8570365905762,247.495361328125,0,0,0.534411581440799,10.7848491609497,11.6162345960876,69.4688311217145,35.2845818763897,cone_jet (44%),multi_jet (54%),undefined,,,experiment_0_sample_11.npy
13,"2026-04-14T11:33:29,186",experiment,0,5400,5400.97,-4.93055e-08,1,25.5566673278809,16.2929611206055,24.7892913818359,30.3084774017334,265.460571289063,0,0,0.584027164455437,23.3287307191771,16.3787504204764,73.1666823752885,35.6026123508993,cone_jet (45%),cone_jet (91%),multi_jet,,,experiment_0_sample_12.npy
14,"2026-04-14T11:33:34,248",experiment,0,5600,5600.9,-4.74729e-08,1,8.48021793365479,16.0509281158447,9.91571617126465,18.1534118652344,257.632293701172,0,0,0.6579009512224,13.1729564511494,14.9866986361423,73.576569123096,37.4161733780236,dripping (37%),multi_jet (80%),multi_jet,,,experiment_0_sample_13.npy
15,"2026-04-14T11:33:39,332",experiment,0,5800,5800.93,-4.02297e-08,1,20.2572116851807,16.3537368774414,19.8314323425293,26.0345802307129,267.444732666016,0,0,0.522840036775687,27.554790594288,15.9975668976847,71.140941686015,35.4196502813947,cone_jet (51%),cone_jet (82%),multi_jet,,,experiment_0_sample_14.npy
16,"2026-04-14T11:33:44,384",experiment,0,6000,6001.11,-1.81514e-08,1,43.2009887695313,15.9599905014038,44.6207237243652,46.0548248291016,254.721282958984,0,0,0.756064276641815,16.8747866257186,16.2807251810446,68.4403351366573,36.1940878042468,cone_jet (57%),cone_jet (89%),multi_jet,,,experiment_0_sample_15.npy
17,"2026-04-14T11:33:49,466",experiment,0,6200,6201.05,7.36602e-08,1,30.9295997619629,15.7671251296997,29.7471466064453,34.7165985107422,248.602233886719,0,0,0.842041781501088,12.042972160033,14.6818388297486,66.6815581448228,34.6790976588761,cone_jet (46%),multi_jet (94%),multi_jet,,,experiment_0_sample_16.npy
18,"2026-04-14T11:33:54,507",experiment,0,6400,6400.99,1.06475e-07,1,76.3909759521484,16.1647663116455,74.3678741455078,78.0825271606445,261.299682617188,0,0,0.514525512438011,16.4693499834201,17.1392712603107,70.5778703506032,36.464156267918,cone_jet (66%),cone_jet (76%),multi_jet,,,experiment_0_sample_17.npy
19,"2026-04-14T11:33:59,552",experiment,0,6600,6600.86,2.15569e-07,1,131.936233520508,19.3287563323975,133.862167358398,133.34455871582,373.600799560547,0,0,1.27939662536336,15.8341912847098,17.1515265458096,70.5663006476434,34.6835290226869,multi_jet (72%),multi_jet (99%),multi_jet,,,experiment_0_sample_18.npy
20,"2026-04-14T11:34:04,587",experiment,0,6800,6800.79,3.22307e-07,1,221.978881835938,16.4604721069336,223.103607177734,222.588317871094,270.947113037109,0,0,1.06221984420922,16.9473690967386,15.4312195515417,70.8592678193526,36.2900626129306,multi_jet (100%),multi_jet (100%),multi_jet,,,experiment_0_sample_19.npy
21,"2026-04-14T11:34:09,652",experiment,0,7000,7001.12,4.17262e-07,1,519.393188476563,16.3807830810547,520.575134277344,519.6513671875,268.330078125,0,0,1.08050679721977,12.0620586850944,14.2706040640886,68.4597771008087,36.0669610704451,multi_jet (100%),multi_jet (100%),multi_jet,,,experiment_0_sample_20.npy
22,"2026-04-14T11:34:14,709",experiment,0,7200,7201.06,5.91638e-07,1,476.936279296875,16.5569324493408,475.954345703125,477.223602294922,274.132019042969,0,0,1.56969013488965,11.6068589580003,14.8327983975773,70.8078836195775,37.0039005837764,multi_jet (100%),multi_jet (100%),multi_jet,,,experiment_0_sample_21.npy
23,"2026-04-14T11:34:19,770",experiment,0,7400,7400.95,8.24401e-07,1,798.091369628906,16.8354606628418,798.215148925781,798.268859863281,283.432708740234,0,0,1.42628805666674,17.0676192030404,17.4645066084254,71.2315566156642,36.6448521688362,multi_jet (100%),multi_jet (100%),multi_jet,,,experiment_0_sample_22.npy
24,"2026-04-14T11:34:24,796",experiment,0,7600,7600.86,9.97729e-07,1,852.2724609375,16.7649784088135,852.751525878906,852.437255859375,281.064483642578,0,0,1.12724411113255,15.2023311069207,15.6995705570895,69.6788635408254,35.0954632220191,multi_jet (100%),multi_jet (100%),multi_jet,,,experiment_0_sample_23.npy
25,"2026-04-14T11:34:29,851",experiment,0,7800,7800.78,1.15569e-06,1,1160.05212402344,16.4631214141846,1160.138671875,1160.1689453125,271.034393310547,0,0,1.05303860404827,22.5664042170716,18.0199637504137,74.490010018201,36.7089799511256,multi_jet (99%),multi_jet (100%),multi_jet,,,experiment_0_sample_24.npy
26,"2026-04-14T11:34:34,918",experiment,0,8000,8000.9,1.42249e-06,1,1168.71350097656,17.2143936157227,1170.05444335938,1168.84020996094,296.335327148438,0,0,1.39351707889662,20.4648068962764,15.8070506761825,69.5343788471903,35.0151536701379,multi_jet (100%),multi_jet (100%),multi_jet,,,experiment_0_sample_25.npy
27,"2026-04-14T11:34:39,981",experiment,0,8200,8200.95,1.3847e-06,1,1526.93664550781,16.700553894043,1527.02026367188,1527.02795410156,278.908477783203,0,0,1.01903235226503,17.7750251128322,15.9295387305149,72.5014962005737,35.6398183389274,multi_jet (100%),multi_jet (100%),multi_jet,,,experiment_0_sample_26.npy
28,"2026-04-14T11:34:45,008",experiment,0,8400,8400.9,1.86262e-06,1,1817.82788085938,16.4787101745605,1819.53393554688,1817.90258789063,271.547912597656,0,0,1.25686158333113,13.6441116102645,16.8035417018712,74.5176279071523,36.056726216856,multi_jet (100%),multi_jet (100%),multi_jet,,,experiment_0_sample_27.npy
29,"2026-04-14T11:34:50,036",experiment,0,8600,8600.75,1.94108e-06,1,1899.58435058594,16.8893814086914,1898.85961914063,1899.65942382813,285.251220703125,0,0,2.16700038379468,12.9478013322621,16.6821380278022,71.4405079618377,36.3762345219074,multi_jet (100%),multi_jet (100%),multi_jet,,,experiment_0_sample_28.npy
30,"2026-04-14T11:34:55,065",experiment,0,8800,8800.66,2.16887e-06,1,1883.51489257813,17.9451541900635,1883.98596191406,1883.6005859375,322.028533935547,0,0,1.18007968604152,15.2785378223002,15.5787719246297,72.2357475918931,37.5375083761424,multi_jet (100%),multi_jet (100%),multi_jet,,,experiment_0_sample_29.npy
31,"2026-04-14T11:35:00,109",experiment,0,9000,9000.89,2.21198e-06,1,2304.81567382813,16.1657562255859,2305.40405273438,2304.87231445313,261.331665039063,0,0,1.17935285503941,13.3079833313152,13.8238228842297,68.8222307615244,36.2207830290427,multi_jet (100%),multi_jet (100%),multi_jet,,,experiment_0_sample_30.npy
32,"2026-04-14T11:35:22,294",experiment,0,3000,3001.33,-7.16456e-08,2,-26.8767471313477,16.0789413452148,-24.7892913818359,31.3191947937012,258.532379150391,0,0,0.702949972164886,16.7424309246442,16.2032061563667,71.4990709481506,35.7060155179338,intermitent (48%),dripping (98%),undefined,,,experiment_0_sample_31.npy
33,"2026-04-14T11:35:27,366",experiment,0,3200,3201.25,-5.82939e-08,2,-19.414176940918,15.9156951904297,-19.8314323425293,25.104175567627,253.309356689453,0,0,0.415041905217043,12.070942977344,14.0145777460197,71.9813427902371,35.8237906273488,intermitent (51%),dripping (98%),dripping,,,experiment_0_sample_32.npy
34,"2026-04-14T11:35:32,432",experiment,0,3400,3401.11,-4.0317e-08,2,13.0579071044922,18.3205451965332,14.8735733032227,22.4978065490723,335.642395019531,0,0,0.541015290783203,12.8525215504476,14.4050360073104,72.6760966492976,36.6575155490439,intermitent (50%),dripping (85%),intermitent,,,experiment_0_sample_33.npy
35,"2026-04-14T11:35:37,517",experiment,0,3600,3601.01,-2.70525e-08,2,66.8181381225586,16.856746673584,64.4521560668945,68.9116439819336,284.149932861328,0,0,0.706493881403143,13.6362796641796,13.6154218681819,70.051570911202,35.2102893008951,intermitent (74%),intermitent (100%),intermitent,,,experiment_0_sample_34.npy
36,"2026-04-14T11:35:42,551",experiment,0,3800,3800.99,-3.56046e-08,2,38.0648460388184,15.9376363754272,39.6628646850586,41.2667045593262,254.008239746094,0,0,0.654222161348015,16.1502754621705,14.6002957099948,68.9237703790575,35.1132425056765,intermitent (64%),intermitent (89%),intermitent,,,experiment_0_sample_35.npy
37,"2026-04-14T11:35:47,620",experiment,0,4000,4001.16,-4.20623e-08,2,23.9499244689941,16.4227409362793,24.7892913818359,29.0397186279297,269.706420898438,0,0,0.658845928599542,20.6303826492905,19.5821560579858,70.3602947523441,34.1580379624946,intermitent (66%),intermitent (81%),intermitent,,,experiment_0_sample_36.npy
38,"2026-04-14T11:35:52,677",experiment,0,4200,4201.09,-3.07177e-08,2,2.21051073074341,16.2978820800781,0,16.4471073150635,265.620971679688,0,0,0.545821938365229,16.2470294784651,15.5773561550753,74.6820821854135,36.1269115270885,dripping (41%),cone_jet (85%),intermitent,,,experiment_0_sample_37.npy
39,"2026-04-14T11:35:57,727",experiment,0,4400,4401.14,-1.78896e-08,2,31.5203742980957,15.8162508010864,29.7471466064453,35.2659606933594,250.153778076172,0,0,0.543647775782475,13.0051385182624,15.1007975362692,69.1948050629423,35.9747931423215,cone_jet (47%),cone_jet (53%),cone_jet,,,experiment_0_sample_38.npy
40,"2026-04-14T11:36:02,789",experiment,0,4600,4601.02,-1.30899e-09,2,4.146653175354,16.2211894989014,4.95785808563232,16.7428112030029,263.127014160156,0,0,0.76576314124296,16.4510032689332,15.2722133913351,69.619211079677,35.7617673035834,dripping (35%),cone_jet (78%),cone_jet,,,experiment_0_sample_39.npy
41,"2026-04-14T11:36:07,852",experiment,0,4800,4800.92,2.70552e-09,2,16.6219120025635,16.1415596008301,14.8735733032227,23.1697616577148,260.549926757813,0,0,0.472515622271605,19.1912919642461,17.6201337674924,71.1607518138766,35.6209090348914,intermitent (47%),cone_jet (92%),cone_jet,,,experiment_0_sample_40.npy
42,"2026-04-14T11:36:12,895",experiment,0,5000,5001.16,2.21678e-08,2,25.0931072235107,16.0878677368164,24.7892913818359,29.8074398040771,258.819488525391,0,0,0.644397891554409,14.2046741868451,15.9489129682056,71.7355596253358,34.9770018168722,cone_jet (46%),cone_jet (35%),cone_jet,,,experiment_0_sample_41.npy
43,"2026-04-14T11:36:17,961",experiment,0,5200,5201.12,-2.35619e-09,2,28.0006923675537,16.2001171112061,29.7471466064453,32.3493843078613,262.443786621094,0,0,0.539787262119636,21.1285541463509,16.9930838827142,71.9294510325421,36.2610408057109,cone_jet (66%),cone_jet (98%),undefined,,,experiment_0_sample_42.npy
44,"2026-04-14T11:36:23,010",experiment,0,5400,5400.99,1.78914e-08,2,10.0291509628296,16.2725296020508,9.91571617126465,19.1148929595947,264.795227050781,0,0,0.870615134862756,15.5837326706494,15.1677832372445,69.7193554220744,35.8203386296944,dripping (54%),multi_jet (88%),multi_jet,,,experiment_0_sample_43.npy
45,"2026-04-14T11:36:28,126",experiment,0,5600,5600.94,2.35642e-09,2,12.6612796783447,16.2125053405762,14.8735733032227,20.5706901550293,262.845306396484,0,0,0.689831435002099,15.3089026214567,13.2669333079422,72.9611699770428,35.5416291233584,dripping (33%),multi_jet (93%),multi_jet,,,experiment_0_sample_44.npy
46,"2026-04-14T11:36:33,187",experiment,0,5800,5800.91,3.06335e-08,2,2.92017841339111,16.0339298248291,4.95785808563232,16.297679901123,257.0869140625,0,0,0.85860999120782,13.0733804735173,15.0906638571362,70.643851798846,35.7275341813256,intermitent (27%),multi_jet (98%),multi_jet,,,experiment_0_sample_45.npy
47,"2026-04-14T11:36:38,240",experiment,0,6000,6001.15,2.99353e-08,2,5.74863624572754,16.508207321167,4.95785808563232,17.4804954528809,272.520935058594,0,0,0.708875384232666,19.3574709357461,18.0053618917522,72.8106939208945,35.1035433309951,dripping (43%),multi_jet (98%),multi_jet,,,experiment_0_sample_46.npy
48,"2026-04-14T11:36:43,453",experiment,0,6200,6201.08,1.05253e-07,2,71.0156631469727,16.3569755554199,69.4100112915039,72.8750610351563,267.550659179688,0,0,0.557857769081211,20.6991558895717,17.6461937979757,71.969519866787,37.2543970532707,cone_jet (59%),cone_jet (96%),multi_jet,,,experiment_0_sample_47.npy
49,"2026-04-14T11:36:48,547",experiment,0,6400,6401.01,2.02391e-07,2,35.6889419555664,16.1217422485352,34.705005645752,39.1613502502441,259.910552978516,0,0,0.70400052808629,16.1901019697709,14.6421419534498,69.5837652655282,34.9113222627338,cone_jet (46%),multi_jet (92%),multi_jet,,,experiment_0_sample_48.npy
50,"2026-04-14T11:36:53,594",experiment,0,6600,6600.88,3.02408e-07,2,257.264038085938,17.231517791748,257.808624267578,257.840484619141,296.925231933594,0,0,1.2785364497849,18.683848100545,16.5317352960663,67.7653729535809,34.3943553629988,multi_jet (98%),multi_jet (100%),multi_jet,,,experiment_0_sample_49.npy
51,"2026-04-14T11:36:58,668",experiment,0,6800,6800.84,4.79315e-07,2,361.246307373047,17.1014881134033,361.923645019531,361.65087890625,292.460876464844,0,0,1.6430763637868,12.6304786331867,15.4017224851054,65.8028040706879,35.914184874704,multi_jet (100%),multi_jet (100%),multi_jet,,,experiment_0_sample_50.npy
52,"2026-04-14T11:37:03,735",experiment,0,7000,7001.17,6.2262e-07,2,592.165222167969,16.694091796875,589.985107421875,592.400451660156,278.692687988281,0,0,1.30442115761592,14.5266012984791,15.164359723217,70.8456567231511,35.7837601351453,multi_jet (100%),multi_jet (100%),multi_jet,,,experiment_0_sample_51.npy
53,"2026-04-14T11:37:08,801",experiment,0,7200,7201.08,6.80135e-07,2,717.439331054688,16.8854522705078,718.889404296875,717.638061523438,285.118530273438,0,0,0.720095443060993,16.3905751699455,17.0205154404521,71.1234941652023,36.810066213812,multi_jet (100%),multi_jet (100%),multi_jet,,,experiment_0_sample_52.npy
54,"2026-04-14T11:37:13,845",experiment,0,7400,7400.99,8.46045e-07,2,818.875366210938,18.1814060211182,818.046569824219,819.077209472656,330.563507080078,0,0,1.58121579555346,11.1687107271913,14.3042549157189,68.5807307607847,34.7489185375029,multi_jet (100%),multi_jet (100%),multi_jet,,,experiment_0_sample_53.npy
55,"2026-04-14T11:37:18,910",experiment,0,7600,7600.89,1.11319e-06,2,988.893432617188,16.6517543792725,986.61376953125,989.033569335938,277.280914306641,0,0,0.875958916321704,14.807898531068,14.7798348806929,70.1369922405621,35.5535840318788,multi_jet (100%),multi_jet (100%),multi_jet,,,experiment_0_sample_54.npy
56,"2026-04-14T11:37:23,897",experiment,0,7800,7800.79,1.20684e-06,2,1117.50549316406,16.5679187774658,1115.51806640625,1117.62841796875,274.495910644531,0,0,0.792576676698368,20.5370729530023,17.8330705196219,71.019854962199,36.2475667624794,multi_jet (100%),multi_jet (100%),multi_jet,,,experiment_0_sample_55.npy
57,"2026-04-14T11:37:29,001",experiment,0,8000,8000.94,1.35817e-06,2,1394.48400878906,16.330005645752,1393.15808105469,1394.57958984375,266.669067382813,0,0,1.18498833321966,15.421341327811,16.2150757309157,69.1882503393344,36.0475093541395,multi_jet (100%),multi_jet (100%),multi_jet,,,experiment_0_sample_56.npy
58,"2026-04-14T11:37:34,063",experiment,0,8200,8201,1.59416e-06,2,1579.8505859375,16.3308353424072,1581.556640625,1579.93505859375,266.696166992188,0,0,1.26480964097417,10.4107721073767,14.1909999067221,70.459384348999,35.8009340144402,multi_jet (100%),multi_jet (100%),multi_jet,,,experiment_0_sample_57.npy
59,"2026-04-14T11:37:39,103",experiment,0,8400,8400.92,1.81724e-06,2,1727.43969726563,16.2952728271484,1725.33459472656,1727.51647949219,265.535919189453,0,0,1.58430917391164,13.8908483122211,13.431334585593,68.6167645275618,35.7207977905747,multi_jet (100%),multi_jet (100%),multi_jet,,,experiment_0_sample_58.npy
60,"2026-04-14T11:37:44,169",experiment,0,8600,8600.74,2.25414e-06,2,2124.67114257813,17.4404544830322,2126.92114257813,2124.74267578125,304.16943359375,0,0,1.59743627642489,17.7043927861929,14.7227141858783,69.5616289315837,35.872920416484,multi_jet (100%),multi_jet (100%),multi_jet,,,experiment_0_sample_59.npy
61,"2026-04-14T11:37:49,204",experiment,0,8800,8800.68,2.45068e-06,2,2123.7529296875,18.3622512817383,2121.96337890625,2123.83227539063,337.172271728516,0,0,1.87648183890734,17.8746657923132,16.2300137310552,67.5274389954703,35.761433228358,multi_jet (100%),multi_jet (100%),multi_jet,,,experiment_0_sample_60.npy
62,"2026-04-14T11:37:54,239",experiment,0,9000,9000.9,2.69907e-06,2,2474.07006835938,17.6090297698975,2473.97119140625,2474.13256835938,310.077911376953,0,0,1.45548545366495,21.8884384225727,17.8457310193408,69.2375755028407,36.7196202550093,multi_jet (100%),multi_jet (100%),multi_jet,,,experiment_0_sample_61.npy
63,"2026-04-14T11:38:16,424",experiment,0,3000,3001.33,-6.51007e-08,3,8.90441226959229,16.3158988952637,9.91571617126465,18.5875511169434,266.208526611328,0,0,0.53684813772885,19.6165019421119,18.5136046378624,70.9361950960526,36.3337628790796,dripping (90%),dripping (100%),undefined,,,experiment_0_sample_62.npy
64,"2026-04-14T11:38:21,460",experiment,0,3200,3201.26,-5.06144e-08,3,-15.1904802322388,16.0015468597412,-14.8735733032227,22.063549041748,256.049499511719,0,0,0.582345422308391,13.2632592948791,13.8204678209228,70.1945339758126,37.2933740678212,intermitent (46%),dripping (94%),dripping,,,experiment_0_sample_63.npy
65,"2026-04-14T11:38:26,519",experiment,0,3400,3401.15,-3.64773e-08,3,-15.8071374893188,16.0695514678955,-14.8735733032227,22.5409870147705,258.23046875,0,0,0.548376876707537,17.1129749096413,17.0560048427089,70.7678959628407,36.0601620622227,intermitent (47%),dripping (97%),intermitent,,,experiment_0_sample_64.npy
66,"2026-04-14T11:38:31,582",experiment,0,3600,3601.04,-2.14675e-08,3,36.8025779724121,16.0911655426025,34.705005645752,40.1665916442871,258.925628662109,0,0,0.865899184296781,18.6968556001693,17.2004907673601,68.4903311842195,34.185279419515,intermitent (73%),intermitent (95%),intermitent,,,experiment_0_sample_65.npy
67,"2026-04-14T11:38:36,636",experiment,0,3800,3801.02,-1.9024e-08,3,56.092113494873,16.7494335174561,54.5364379882813,58.5394668579102,280.543518066406,0,0,0.628435648272685,14.391698299924,14.0187131056329,71.1124616818963,35.9169474936954,intermitent (71%),intermitent (100%),intermitent,,,experiment_0_sample_66.npy
68,"2026-04-14T11:38:41,699",experiment,0,4000,4001.21,1.13457e-09,3,-5.82746648788452,16.0867900848389,-4.95785808563232,17.1097679138184,258.784790039063,0,0,0.555975763643135,14.0699639094124,12.5001330471254,70.9434581028434,36.5096346389749,dripping (42%),intermitent (72%),intermitent,,,experiment_0_sample_67.npy
69,"2026-04-14T11:38:46,745",experiment,0,4200,4201.09,1.3964e-09,3,-1.11541891098022,16.2637424468994,0,16.3019466400146,264.509307861328,0,0,0.513273889378707,14.8832486346586,15.6236137004605,74.5647953782315,37.4732847064525,dripping (45%),dripping (69%),intermitent,,,experiment_0_sample_68.npy
70,"2026-04-14T11:38:51,788",experiment,0,4400,4401.16,3.22918e-09,3,54.5938491821289,15.8652439117432,54.5364379882813,56.8523902893066,251.705963134766,0,0,0.789788880902641,14.7095439093599,13.6861681008683,65.5412386209624,35.0455119592136,intermitent (41%),cone_jet (79%),cone_jet,,,experiment_0_sample_69.npy
71,"2026-04-14T11:38:56,885",experiment,0,4600,4601.04,2.87135e-08,3,59.5316734313965,15.9074506759644,59.4942932128906,61.6203536987305,253.046981811523,0,0,0.527402543572301,15.3361367711938,15.2160941272033,68.3100619950984,35.8008640440837,cone_jet (50%),cone_jet (89%),cone_jet,,,experiment_0_sample_70.npy
72,"2026-04-14T11:39:01,941",experiment,0,4800,4800.92,6.36235e-08,3,14.8090229034424,15.9090938568115,14.8735733032227,21.7349128723145,253.099273681641,0,0,0.490796015808821,10.9586426149571,14.6218780595885,69.9206324585038,36.3276993053247,intermitent (35%),cone_jet (99%),cone_jet,,,experiment_0_sample_71.npy
73,"2026-04-14T11:39:06,993",experiment,0,5000,5001.19,3.91865e-08,3,57.4387702941895,15.8926286697388,59.4942932128906,59.5968780517578,252.575637817383,0,0,0.932596965554063,11.0421035426168,13.5992374600979,68.1411314994867,36.0059816850285,cone_jet (38%),multi_jet (53%),cone_jet,,,experiment_0_sample_72.npy
74,"2026-04-14T11:39:12,043",experiment,0,5200,5201.14,8.42205e-08,3,14.4948921203613,16.2386817932129,14.8735733032227,21.7668704986572,263.694763183594,0,0,0.643364547109838,21.8750536555654,16.8307880365702,71.9839424182282,35.1889983272178,dripping (38%),multi_jet (68%),cone_jet,,,experiment_0_sample_73.npy
75,"2026-04-14T11:39:17,071",experiment,0,5400,5400.99,5.86488e-08,3,63.9954414367676,15.9570903778076,64.4521560668945,65.9548721313477,254.62873840332,0,0,0.74931972464469,13.7071326601575,12.9261733763152,66.9555047856296,35.2998076192506,cone_jet (43%),multi_jet (67%),multi_jet,,,experiment_0_sample_74.npy
76,"2026-04-14T11:39:22,132",experiment,0,5600,5600.92,7.16528e-08,3,43.4971733093262,16.5002574920654,44.6207237243652,46.5216331481934,272.258514404297,0,0,0.70140579976916,19.7384991064393,18.0283566900735,73.778263385841,36.574841718441,cone_jet (38%),multi_jet (91%),multi_jet,,,experiment_0_sample_75.npy
77,"2026-04-14T11:39:27,210",experiment,0,5800,5800.92,1.03159e-07,3,20.8666324615479,15.7274351119995,19.8314323425293,26.1298389434814,247.352203369141,0,0,1.00603114937339,11.2375719218852,14.5006852040773,67.984649860602,34.7182277227688,cone_jet (51%),multi_jet (65%),multi_jet,,,experiment_0_sample_76.npy
78,"2026-04-14T11:39:32,265",experiment,0,6000,6001.15,8.5355e-08,3,47.6513595581055,16.9764595031738,49.5785827636719,50.5851020812988,288.2001953125,0,0,0.59708193831577,20.4243949229113,14.7209059529031,68.5765796223304,35.9175278325744,multi_jet (55%),multi_jet (100%),multi_jet,,,experiment_0_sample_77.npy
79,"2026-04-14T11:39:37,336",experiment,0,6200,6201.09,1.09268e-07,3,74.1048126220703,16.1275424957275,74.3678741455078,75.8394317626953,260.097625732422,0,0,0.633505275883908,14.7227455182597,16.7565944470157,68.7577358046009,35.6372125715025,cone_jet (45%),multi_jet (80%),multi_jet,,,experiment_0_sample_78.npy
80,"2026-04-14T11:39:42,392",experiment,0,6400,6401.01,3.04415e-07,3,232.870681762695,19.4322261810303,233.019317626953,233.680053710938,377.611389160156,0,0,1.82905878501749,13.0447098707473,13.6192338218395,68.6644879531578,35.4572223312884,multi_jet (92%),multi_jet (100%),multi_jet,,,experiment_0_sample_79.npy
81,"2026-04-14T11:39:47,434",experiment,0,6600,6600.89,4.05131e-07,3,275.867126464844,16.3238716125488,277.640045166016,276.349670410156,266.468811035156,0,0,0.968050415299593,14.6661598293032,16.9688794572423,69.1380586740201,34.4465511921336,multi_jet (98%),multi_jet (100%),multi_jet,,,experiment_0_sample_80.npy
82,"2026-04-14T11:39:52,491",experiment,0,6800,6800.84,4.63081e-07,3,323.601684570313,19.1212673187256,322.260772705078,324.166137695313,365.622833251953,0,0,1.14892162403448,14.9063760251168,19.4562622716181,71.4859340673897,35.4055827380806,multi_jet (100%),multi_jet (100%),multi_jet,,,experiment_0_sample_81.npy
83,"2026-04-14T11:39:57,545",experiment,0,7000,7001.13,5.40844e-07,3,507.102447509766,16.596529006958,505.701538085938,507.373931884766,275.444793701172,0,0,1.25155868509837,12.2841119700652,13.694825873291,66.5837466728181,35.5718537838228,multi_jet (100%),multi_jet (100%),multi_jet,,,experiment_0_sample_82.npy
84,"2026-04-14T11:40:02,617",experiment,0,7200,7201.1,7.27787e-07,3,523.509338378906,20.08229637146,525.532958984375,523.894409179688,403.298645019531,0,0,1.94708301229225,19.6411719156685,18.0234988866759,69.7431390180182,35.3466605805485,multi_jet (100%),multi_jet (100%),multi_jet,,,experiment_0_sample_83.npy
85,"2026-04-14T11:40:07,669",experiment,0,7400,7400.97,8.17418e-07,3,788.052185058594,15.8964700698853,788.299438476563,788.212463378906,252.69775390625,0,0,0.583874594208182,10.5125981833161,14.4033420053495,68.2170455154291,35.1960017676151,multi_jet (100%),multi_jet (100%),multi_jet,,,experiment_0_sample_84.npy
